,Unnamed: 0,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
5194285,5194285,4,1674146.06,1674146.06,0.0,0.0,0.0,1
5194286,5194286,1,1674146.06,1674146.06,0.0,4728174.27,6402320.34,1
5194300,5194300,4,231978.48,231978.48,0.0,0.0,0.0,1
5194301,5194301,1,231978.48,231978.48,0.0,0.0,231978.48,1
5196359,5196359,4,89596.79,89596.79,0.0,0.0,0.0,1
5196360,5196360,1,89596.79,89596.79,0.0,0.0,89596.79,1
5212333,5212333,4,310726.29,310726.29,0.0,0.0,0.0,1
5212334,5212334,1,310726.29,310726.29,0.0,1270319.48,1581045.77,1
5212802,5212802,4,1822772.73,1822772.73,0.0,0.0,0.0,1
5212803,5212803,1,1822772.73,1822772.73,0.0,0.0,2004899.07,1
5214793,5214793,4,283976.3,283976.3,0.0,0.0,0.0,1
5214794,5214794,1,283976.3,283976.3,0.0,41606.6,325582.9,1
5215432,5215432,4,563149.41,563149.41,0.0,0.0,0.0,1
5215433,5215433,1,563149.41,563149.41,0.0,65562.72,628712.13,1
5217379,5217379,4,811459.21,811459.21,0.0,0.0,0.0,1
5217380,5217380,1,811459.21,811459.21,0.0,843227.0,1654686.21,1
5220939,5220939,4,1634184.04,1634184.04,0.0,0.0,0.0,1
5220940,5220940,1,1634184.04,1634184.04,0.0,664091.47,2298275.51,1
5221150,5221150,4,10000000.0,11653144.1,1653144.1,0.0,0.0,1
5221151,5221151,1,10000000.0,10000000.0,0.0,856247.59,10856247.59,1
5221152,5221152,4,1653144.1,1653144.1,0.0,0.0,0.0,1
5221153,5221153,1,1653144.1,1653144.1,0.0,28997.07,1682141.17,1
5222593,5222593,4,243118.94,243118.94,0.0,0.0,0.0,1
5222594,5222594,1,243118.94,243118.94,0.0,67919.77,311038.71,1
5242913,5242913,4,11630.38,11630.38,0.0,0.0,0.0,1
5242914,5242914,1,11630.38,11630.38,0.0,36945.1,48575.48,1
5248384,5248384,4,174324.94,174324.94,0.0,0.0,0.0,1
5248385,5248385,1,174324.94,174324.94,0.0,226694.63,401019.57,1
5253580,5253580,4,205163.3,205163.3,0.0,0.0,0.0,1
5253581,5253581,1,205163.3,205163.3,0.0,0.0,205163.3,1
5257405,5257405,4,299172.82,299172.82,0.0,0.0,0.0,1
5257406,5257406,1,299172.82,299172.82,0.0,45633.0,269864.44,1
5272961,5272961,4,5464727.14,5464727.14,0.0,0.0,0.0,1
5272962,5272962,1,5464727.14,5464727.14,0.0,9012.39,5473739.54,1
5275607,5275607,4,81814.51,81814.51,0.0,0.0,0.0,1
5275608,5275608,1,81814.51,81814.51,0.0,203160.15,284974.66,1
5281868,5281868,4,2923356.25,2923356.25,0.0,0.0,0.0,1
5281869,5281869,1,2923356.25,2923356.25,0.0,245463.38,3168819.64,1
5287515,5287515,4,141410.98,141410.98,0.0,0.0,0.0,1
5287516,5287516,1,141410.98,141410.98,0.0,594609.75,736020.74,1
5293161,5293161,4,4294676.05,4294676.05,0.0,0.0,0.0,1
5293162,5293162,1,4294676.05,4294676.05,0.0,1061317.39,5355993.45,1
5294506,5294506,4,112835.43,112835.43,0.0,0.0,0.0,1
5294507,5294507,1,112835.43,112835.43,0.0,857193.78,970029.21,1
5301176,5301176,4,152314.49,152314.49,0.0,0.0,0.0,1
5301177,5301177,1,152314.49,152314.49,0.0,144953.35,297267.84,1
5312722,5312722,4,530354.58,530354.58,0.0,0.0,0.0,1
5312723,5312723,1,530354.58,530354.58,0.0,4728783.51,5259138.09,1
5312889,5312889,4,82750.0,82750.0,0.0,0.0,0.0,1
5312890,5312890,1,82750.0,82750.0,0.0,0.0,82750.0,1
5322216,5322216,4,1968431.0,1968431.0,0.0,0.0,0.0,1
5322217,5322217,1,1968431.0,1968431.0,0.0,0.0,1968431.0,1
5323781,5323781,4,7466.12,7466.12,0.0,0.0,0.0,1
5323782,5323782,1,7466.12,7466.12,0.0,0.0,7466.12,1
5324383,5324383,4,200418.1,200418.1,0.0,0.0,0.0,1
5324384,5324384,1,200418.1,200418.1,0.0,902091.87,1102509.97,1
5328688,5328688,4,54725.54,54725.54,0.0,0.0,0.0,1
5328689,5328689,1,54725.54,54725.54,0.0,0.0,54725.54,1
5330681,5330681,4,243747.83,243747.83,0.0,0.0,0.0,1
5330682,5330682,1,243747.83,243747.83,0.0,972569.6,1216317.42,1
5335532,5335532,4,115125.3,115125.3,0.0,0.0,0.0,1
5335533,5335533,1,115125.3,115125.3,0.0,8601839.76,8716965.06,1
5338220,5338220,4,700523.69,700523.69,0.0,0.0,0.0,1
5338221,5338221,1,700523.69,700523.69,0.0,1633037.51,2333561.21,1
5349897,5349897,4,667733.81,667733.81,0.0,0.0,0.0,1
5349898,5349898,1,667733.81,667733.81,0.0,1287353.94,1955087.75,1
5351055,5351055,4,118462.93,118462.93,0.0,0.0,0.0,1
5351056,5351056,1,118462.93,118462.93,0.0,251578.05,370040.99,1
5355334,5355334,4,821138.21,821138.21,0.0,0.0,0.0,1
5355335,5355335,1,821138.21,821138.21,0.0,1944521.52,2765659.73,1
5359752,5359752,4,385567.18,385567.18,0.0,0.0,0.0,1
5359753,5359753,1,385567.18,385567.18,0.0,0.0,385567.18,1
5362425,5362425,4,3724.3,3724.3,0.0,0.0,0.0,1
5362426,5362426,1,3724.3,3724.3,0.0,477295.98,481020.28,1
5373729,5373729,4,248123.95,248123.95,0.0,0.0,0.0,1
5373730,5373730,1,248123.95,248123.95,0.0,614200.3,862324.25,1
5374709,5374709,4,449032.97,449032.97,0.0,0.0,0.0,1
5374710,5374710,1,449032.97,449032.97,0.0,783117.44,1232150.41,1
5393913,5393913,4,2344540.14,2344540.14,0.0,0.0,0.0,1
5393914,5393914,1,2344540.14,2344540.14,0.0,0.0,2344540.14,1
5396749,5396749,4,434006.52,434006.52,0.0,0.0,0.0,1
5396750,5396750,1,434006.52,434006.52,0.0,1381449.3,1815455.82,1
5401276,5401276,4,73946.79,73946.79,0.0,0.0,0.0,1
5401277,5401277,1,73946.79,73946.79,0.0,518296.65,592243.44,1
5402152,5402152,4,503420.67,503420.67,0.0,0.0,0.0,1
5402153,5402153,1,503420.67,503420.67,0.0,417119.41,920540.09,1
5404171,5404171,4,489033.93,489033.93,0.0,0.0,0.0,1
5404172,5404172,1,489033.93,489033.93,0.0,0.0,489033.93,1
5407591,5407591,4,192815.77,192815.77,0.0,0.0,0.0,1
5407592,5407592,1,192815.77,192815.77,0.0,0.0,192815.77,1
5413430,5413430,4,187761.76,187761.76,0.0,0.0,0.0,1
5413431,5413431,1,187761.76,187761.76,0.0,360353.54,687445.2,1
5454841,5454841,4,36942.13,36942.13,0.0,0.0,0.0,1
5454842,5454842,1,36942.13,36942.13,0.0,31565.8,68507.93,1
5456352,5456352,4,99458.21,99458.21,0.0,0.0,0.0,1
5456353,5456353,1,99458.21,99458.21,0.0,425060.84,524519.05,1
5458342,5458342,4,284000.25,284000.25,0.0,0.0,0.0,1
5458343,5458343,1,284000.25,284000.25,0.0,0.0,284000.25,1
5460819,5460819,4,626673.66,626673.66,0.0,0.0,0.0,1
5460820,5460820,1,626673.66,626673.66,0.0,1196558.84,1823232.5,1
5462542,5462542,4,17216.14,17216.14,0.0,0.0,0.0,1
5462543,5462543,1,17216.14,17216.14,0.0,30730.87,47947.01,1
5467196,5467196,4,8317724.27,8317724.27,0.0,0.0,0.0,1
5467197,5467197,1,8317724.27,8317724.27,0.0,0.0,8317724.27,1
5477541,5477541,4,2983996.6,2983996.6,0.0,0.0,0.0,1
5477542,5477542,1,2983996.6,2983996.6,0.0,0.0,2983996.6,1
5479343,5479343,4,4445514.2,4445514.2,0.0,0.0,0.0,1
5479344,5479344,1,4445514.2,4445514.2,0.0,910628.33,5356142.53,1
5496478,5496478,4,2784.51,2784.51,0.0,0.0,0.0,1
5496479,5496479,1,2784.51,2784.51,0.0,4927905.98,4930690.49,1
5506814,5506814,4,3070709.95,3070709.95,0.0,0.0,0.0,1
5506815,5506815,1,3070709.95,3070709.95,0.0,0.0,3070709.95,1
5509071,5509071,4,49076.27,49076.27,0.0,0.0,0.0,1
5509072,5509072,1,49076.27,49076.27,0.0,863127.8,912204.07,1
5511891,5511891,4,330218.85,330218.85,0.0,0.0,0.0,1
5511892,5511892,1,330218.85,330218.85,0.0,3257136.04,3587354.89,1
5514350,5514350,4,70125.14,70125.14,0.0,0.0,0.0,1
5514351,5514351,1,70125.14,70125.14,0.0,7303214.4,7373339.54,1
5517871,5517871,4,259820.39,259820.39,0.0,0.0,0.0,1
5517872,5517872,1,259820.39,259820.39,0.0,32888.78,292709.17,1
5521574,5521574,4,799797.88,799797.88,0.0,0.0,0.0,1
5521575,5521575,1,799797.88,799797.88,0.0,4381942.46,5181740.34,1
5534423,5534423,4,703882.14,703882.14,0.0,0.0,0.0,1
5534424,5534424,1,703882.14,703882.14,0.0,100650.86,804533.01,1
5534504,5534504,4,102256.57,102256.57,0.0,0.0,0.0,1
5534505,5534505,1,102256.57,102256.57,0.0,0.0,102256.57,1
5538564,5538564,4,1465173.76,1465173.76,0.0,0.0,0.0,1
5538565,5538565,1,1465173.76,1465173.76,0.0,0.0,1465173.76,1
5541847,5541847,4,6085.3,6085.3,0.0,0.0,0.0,1
5541848,5541848,1,6085.3,6085.3,0.0,1219255.67,1225340.97,1
5545405,5545405,4,1595587.46,1595587.46,0.0,0.0,0.0,1
5545406,5545406,1,1595587.46,1595587.46,0.0,7519338.35,9114925.81,1
5546412,5546412,4,565346.12,565346.12,0.0,0.0,0.0,1
5546413,5546413,1,565346.12,565346.12,0.0,331443.76,896789.88,1
5550827,5550827,4,4104942.7,4104942.7,0.0,0.0,0.0,1
5550828,5550828,1,4104942.7,4104942.7,0.0,131668.24,4236610.94,1
5551043,5551043,4,4961093.21,4961093.21,0.0,0.0,0.0,1
5551044,5551044,1,4961093.21,4961093.21,0.0,0.0,4961093.21,1
5551652,5551652,4,106601.15,106601.15,0.0,0.0,0.0,1
5551653,5551653,1,106601.15,106601.15,0.0,2361916.89,2468518.04,1
5552698,5552698,4,113921.02,113921.02,0.0,0.0,0.0,1
5552699,5552699,1,113921.02,113921.02,0.0,0.0,113921.02,1
5555046,5555046,4,167907.12,167907.12,0.0,0.0,0.0,1
5555047,5555047,1,167907.12,167907.12,0.0,112544.38,280451.5,1
5555664,5555664,4,4731371.88,4731371.88,0.0,0.0,0.0,1
5555665,5555665,1,4731371.88,4731371.88,0.0,0.0,4731371.88,1
5555689,5555689,4,150406.91,150406.91,0.0,0.0,0.0,1
5555690,5555690,1,150406.91,150406.91,0.0,1903051.04,2053457.95,1
5559703,5559703,4,56517.37,56517.37,0.0,0.0,0.0,1
5559704,5559704,1,56517.37,56517.37,0.0,0.0,56517.37,1
5560659,5560659,4,2374412.42,2374412.42,0.0,0.0,0.0,1
5560660,5560660,1,2374412.42,2374412.42,0.0,44425.75,2418838.17,1
5561598,5561598,4,136903.9,136903.9,0.0,0.0,0.0,1
5561599,5561599,1,136903.9,136903.9,0.0,381491.83,518395.74,1
5561948,5561948,4,620512.76,620512.76,0.0,0.0,0.0,1
5561949,5561949,1,620512.76,620512.76,0.0,0.0,620512.76,1
5562382,5562382,4,617882.66,617882.66,0.0,0.0,0.0,1
5562383,5562383,1,617882.66,617882.66,0.0,171914.08,789796.74,1
5562492,5562492,4,627088.33,627088.33,0.0,0.0,0.0,1
5562493,5562493,1,627088.33,627088.33,0.0,594476.39,1221564.72,1
5563020,5563020,4,868004.62,868004.62,0.0,0.0,0.0,1
5563021,5563021,1,868004.62,868004.62,0.0,0.0,868004.62,1
5563075,5563075,4,1500582.08,1500582.08,0.0,0.0,0.0,1
5563076,5563076,1,1500582.08,1500582.08,0.0,24882357.62,26382939.7,1
5563206,5563206,4,978362.97,978362.97,0.0,0.0,0.0,1
5563207,5563207,1,978362.97,978362.97,0.0,123481.51,1101844.48,1
5563374,5563374,4,6063657.03,6063657.03,0.0,0.0,0.0,1
5563375,5563375,1,6063657.03,6063657.03,0.0,1215280.38,7278937.41,1
5563377,5563377,4,442290.23,442290.23,0.0,0.0,0.0,1
5563378,5563378,1,442290.23,442290.23,0.0,0.0,442290.23,1
5563495,5563495,4,879810.51,879810.51,0.0,0.0,0.0,1
5563496,5563496,1,879810.51,879810.51,0.0,483763.86,1363574.37,1
5563505,5563505,4,10000000.0,21975271.77,11975271.77,0.0,0.0,1
5563506,5563506,1,10000000.0,10000000.0,0.0,1950323.28,11950323.28,1
5563507,5563507,4,10000000.0,11975271.77,1975271.77,0.0,0.0,1
5563508,5563508,1,10000000.0,10000000.0,0.0,37732.12,10037732.12,1
5563509,5563509,4,1975271.77,1975271.77,0.0,0.0,0.0,1
5563510,5563510,1,1975271.77,1975271.77,0.0,442672.29,2417944.06,1
5563703,5563703,4,531551.0,531551.0,0.0,0.0,0.0,1
5563704,5563704,1,531551.0,531551.0,0.0,0.0,531551.0,1
5563705,5563705,4,10000000.0,44892193.09,34892193.09,0.0,0.0,1
5563706,5563706,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5563707,5563707,4,10000000.0,34892193.09,24892193.09,0.0,0.0,1
5563708,5563708,1,10000000.0,10000000.0,0.0,109827.22,10109827.22,1
5563709,5563709,4,10000000.0,24892193.09,14892193.09,0.0,0.0,1
5563710,5563710,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5563711,5563711,4,10000000.0,14892193.09,4892193.09,0.0,0.0,1
5563712,5563712,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5563713,5563713,4,4892193.09,4892193.09,4892193.09,0.0,0.0,1
5563714,5563714,1,0.0,0.0,0.0,7970766.57,7970766.57,1
5563715,5563715,4,1101871.13,1101871.13,0.0,0.0,0.0,1
5563716,5563716,1,1101871.13,1101871.13,0.0,442604.16,1544475.3,1
5563717,5563717,4,18028.13,18028.13,0.0,0.0,0.0,1
5563718,5563718,1,18028.13,18028.13,0.0,4514680.27,4532708.4,1
5563719,5563719,4,143501.7,143501.7,0.0,0.0,0.0,1
5563720,5563720,1,143501.7,143501.7,0.0,794640.25,938141.95,1
5563721,5563721,4,10000000.0,29110884.44,19110884.44,0.0,0.0,1
5563722,5563722,1,10000000.0,10000000.0,0.0,148684.47,10148684.47,1
5563723,5563723,4,10000000.0,19110884.44,9110884.44,0.0,0.0,1
5563724,5563724,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5563725,5563725,4,9110884.44,9110884.44,0.0,0.0,0.0,1
5563726,5563726,1,9110884.44,9110884.44,0.0,0.0,9110884.44,1
5563727,5563727,4,20920.39,20920.39,0.0,0.0,0.0,1
5563728,5563728,1,20920.39,20920.39,0.0,359472.94,380393.33,1
5563729,5563729,4,245970.86,245970.86,0.0,0.0,0.0,1
5563730,5563730,1,245970.86,245970.86,0.0,14287843.63,14533814.5,1
5563731,5563731,4,126848.63,126848.63,0.0,0.0,0.0,1
5563732,5563732,1,126848.63,126848.63,0.0,11722231.04,11849079.67,1
5563733,5563733,4,2641674.43,2641674.43,0.0,0.0,0.0,1
5563734,5563734,1,2641674.43,2641674.43,0.0,0.0,2641674.43,1
5563735,5563735,4,6703831.4,6703831.4,0.0,0.0,0.0,1
5563736,5563736,1,6703831.4,6703831.4,0.0,99114.49,6802945.89,1
5563737,5563737,4,20393.12,20393.12,0.0,0.0,0.0,1
5563738,5563738,1,20393.12,20393.12,0.0,293446.62,313839.74,1
5563739,5563739,4,680224.41,680224.41,0.0,0.0,0.0,1
5563740,5563740,1,680224.41,680224.41,0.0,1058527.77,1738752.19,1
5563741,5563741,4,5658123.36,5658123.36,0.0,0.0,0.0,1
5563742,5563742,1,5658123.36,5658123.36,0.0,1094471.2,6752594.56,1
5563743,5563743,4,960196.16,960196.16,0.0,0.0,0.0,1
5563744,5563744,1,960196.16,960196.16,0.0,932.39,961128.55,1
5563745,5563745,4,4348.62,4348.62,0.0,0.0,0.0,1
5563746,5563746,1,4348.62,4348.62,0.0,4139226.47,4143575.09,1
5563747,5563747,4,236388.4,236388.4,0.0,0.0,0.0,1
5563748,5563748,1,236388.4,236388.4,0.0,0.0,236388.4,1
5563749,5563749,4,1159831.33,1159831.33,0.0,0.0,0.0,1
5563750,5563750,1,1159831.33,1159831.33,0.0,728217.86,1888049.19,1
5563751,5563751,4,1312947.27,1312947.27,0.0,0.0,0.0,1
5563752,5563752,1,1312947.27,1312947.27,0.0,251046.58,1563993.85,1
5563753,5563753,4,173668.46,173668.46,0.0,0.0,0.0,1
5563754,5563754,1,173668.46,173668.46,0.0,383083.73,556752.19,1
5563755,5563755,4,9060955.18,9060955.18,0.0,0.0,0.0,1
5563756,5563756,1,9060955.18,9060955.18,0.0,271460.43,9332415.62,1
5563757,5563757,4,1090527.71,1090527.71,0.0,0.0,0.0,1
5563758,5563758,1,1090527.71,1090527.71,0.0,0.0,1090527.71,1
5563759,5563759,4,1084144.37,1084144.37,0.0,0.0,0.0,1
5563760,5563760,1,1084144.37,1084144.37,0.0,13948.07,1098092.44,1
5563761,5563761,4,4525901.25,4525901.25,0.0,0.0,0.0,1
5563762,5563762,1,4525901.25,4525901.25,0.0,0.0,4525901.25,1
5563763,5563763,4,1195842.37,1195842.37,0.0,0.0,0.0,1
5563764,5563764,1,1195842.37,1195842.37,0.0,0.0,1195842.37,1
5563765,5563765,4,208868.36,208868.36,0.0,0.0,0.0,1
5563766,5563766,1,208868.36,208868.36,0.0,78757.57,287625.93,1
5563767,5563767,4,964544.37,964544.37,0.0,0.0,0.0,1
5563768,5563768,1,964544.37,964544.37,0.0,0.0,964544.37,1
5563769,5563769,4,638693.49,638693.49,0.0,0.0,0.0,1
5563770,5563770,1,638693.49,638693.49,0.0,328882.51,967576.0,1
5563771,5563771,4,172362.84,172362.84,0.0,0.0,0.0,1
5563772,5563772,1,172362.84,172362.84,0.0,543266.37,715629.21,1
5563773,5563773,4,47721.95,47721.95,0.0,0.0,0.0,1
5563774,5563774,1,47721.95,47721.95,0.0,39484.71,87206.65,1
5563775,5563775,4,4559921.56,4559921.56,0.0,0.0,0.0,1
5563776,5563776,1,4559921.56,4559921.56,0.0,2781040.95,7340962.51,1
5563777,5563777,4,235763.38,235763.38,0.0,0.0,0.0,1
5563778,5563778,1,235763.38,235763.38,0.0,11417.85,247181.23,1
5563779,5563779,4,1309940.05,1309940.05,0.0,0.0,0.0,1
5563780,5563780,1,1309940.05,1309940.05,0.0,0.0,1309940.05,1
5563781,5563781,4,495773.64,495773.64,0.0,0.0,0.0,1
5563782,5563782,1,495773.64,495773.64,0.0,269095.07,764868.71,1
5563783,5563783,4,2887744.35,2887744.35,0.0,0.0,0.0,1
5563784,5563784,1,2887744.35,2887744.35,0.0,0.0,2887744.35,1
5563785,5563785,4,251832.96,251832.96,0.0,0.0,0.0,1
5563786,5563786,1,251832.96,251832.96,0.0,392591.73,644424.68,1
5563787,5563787,4,542393.87,542393.87,0.0,0.0,0.0,1
5563788,5563788,1,542393.87,542393.87,0.0,0.0,542393.87,1
5563789,5563789,4,92001.22,92001.22,0.0,0.0,0.0,1
5563790,5563790,1,92001.22,92001.22,0.0,329180.16,421181.38,1
5563791,5563791,4,193706.98,193706.98,0.0,0.0,0.0,1
5563792,5563792,1,193706.98,193706.98,0.0,18047571.21,19642021.17,1
5570281,5570281,4,290198.92,290198.92,0.0,0.0,0.0,1
5570282,5570282,1,290198.92,290198.92,0.0,0.0,290198.92,1
5580976,5580976,4,432958.83,432958.83,0.0,0.0,0.0,1
5580977,5580977,1,432958.83,432958.83,0.0,0.0,432958.83,1
5586770,5586770,4,147957.23,147957.23,0.0,0.0,0.0,1
5586771,5586771,1,147957.23,147957.23,0.0,105718.75,253675.98,1
5593779,5593779,4,1303543.6,1303543.6,0.0,0.0,0.0,1
5593780,5593780,1,1303543.6,1303543.6,0.0,48368.97,1351912.57,1
5597310,5597310,4,201247.25,201247.25,0.0,0.0,0.0,1
5597311,5597311,1,201247.25,201247.25,0.0,1296099.23,1497346.48,1
5600213,5600213,4,49950.63,49950.63,0.0,0.0,0.0,1
5600214,5600214,1,49950.63,49950.63,0.0,460576.82,510527.45,1
5606786,5606786,4,3354215.55,3354215.55,0.0,0.0,0.0,1
5606787,5606787,1,3354215.55,3354215.55,0.0,0.0,3354215.55,1
5616079,5616079,4,134297.68,134297.68,0.0,0.0,0.0,1
5616080,5616080,1,134297.68,134297.68,0.0,419490.33,553788.01,1
5616943,5616943,4,47984.43,47984.43,0.0,0.0,0.0,1
5616944,5616944,1,47984.43,47984.43,0.0,299049.39,347033.81,1
5627582,5627582,4,171880.67,171880.67,0.0,0.0,0.0,1
5627583,5627583,1,171880.67,171880.67,0.0,2893198.81,3086348.25,1
5628265,5628265,4,117683.42,117683.42,0.0,0.0,0.0,1
5628266,5628266,1,117683.42,117683.42,0.0,1206243.52,1323926.94,1
5648166,5648166,4,1547877.98,1547877.98,0.0,0.0,0.0,1
5648167,5648167,1,1547877.98,1547877.98,0.0,185725.9,1733603.89,1
5660598,5660598,4,2189170.39,2189170.39,0.0,0.0,0.0,1
5660599,5660599,1,2189170.39,2189170.39,0.0,0.0,2189170.39,1
5662479,5662479,4,233699.25,233699.25,0.0,0.0,0.0,1
5662480,5662480,1,233699.25,233699.25,0.0,0.0,233699.25,1
5664253,5664253,4,59996.12,59996.12,0.0,0.0,0.0,1
5664254,5664254,1,59996.12,59996.12,0.0,0.0,59996.12,1
5671955,5671955,4,2107997.33,2107997.33,0.0,0.0,0.0,1
5671956,5671956,1,2107997.33,2107997.33,0.0,0.0,2107997.33,1
5675345,5675345,4,52689.13,52689.13,0.0,0.0,0.0,1
5675346,5675346,1,52689.13,52689.13,0.0,160085.29,212774.42,1
5679339,5679339,4,249984.75,249984.75,0.0,0.0,0.0,1
5679340,5679340,1,249984.75,249984.75,0.0,0.0,249984.75,1
5683576,5683576,4,40433.84,40433.84,0.0,0.0,0.0,1
5683577,5683577,1,40433.84,40433.84,0.0,138722.95,179156.79,1
5691725,5691725,4,387408.11,387408.11,0.0,0.0,0.0,1
5691726,5691726,1,387408.11,387408.11,0.0,187203.74,574611.85,1
5699572,5699572,4,50722.16,50722.16,0.0,0.0,0.0,1
5699573,5699573,1,50722.16,50722.16,0.0,21829.49,72551.64,1
5700980,5700980,4,31334.57,31334.57,0.0,0.0,0.0,1
5700981,5700981,1,31334.57,31334.57,0.0,0.0,31334.57,1
5704595,5704595,4,9725837.08,9725837.08,0.0,0.0,0.0,1
5704596,5704596,1,9725837.08,9725837.08,0.0,160684.93,9886522.01,1
5704604,5704604,4,505571.43,505571.43,0.0,0.0,0.0,1
5704605,5704605,1,505571.43,505571.43,0.0,167528.29,673099.71,1
5716598,5716598,4,489944.93,489944.93,0.0,0.0,0.0,1
5716599,5716599,1,489944.93,489944.93,0.0,297207.53,787152.46,1
5720327,5720327,4,1498296.47,1498296.47,0.0,0.0,0.0,1
5720328,5720328,1,1498296.47,1498296.47,0.0,13349963.73,14848260.19,1
5724271,5724271,4,10000000.0,25618179.9,15618179.9,0.0,0.0,1
5724272,5724272,1,10000000.0,10000000.0,0.0,2246.43,10002246.43,1
5724273,5724273,4,10000000.0,15618179.9,5618179.9,0.0,0.0,1
5724274,5724274,1,10000000.0,10000000.0,0.0,141403.34,10141403.34,1
5724275,5724275,4,5618179.9,5618179.9,0.0,0.0,0.0,1
5724276,5724276,1,5618179.9,5618179.9,0.0,0.0,5618179.9,1
5724294,5724294,4,55247.48,55247.48,0.0,0.0,0.0,1
5724295,5724295,1,55247.48,55247.48,0.0,11215285.22,11270532.7,1
5724696,5724696,4,371771.44,371771.44,0.0,0.0,0.0,1
5724697,5724697,1,371771.44,371771.44,0.0,4665671.71,5037443.15,1
5724963,5724963,4,4309298.47,4309298.47,0.0,0.0,0.0,1
5724964,5724964,1,4309298.47,4309298.47,0.0,0.0,4309298.47,1
5725126,5725126,4,3580542.06,3580542.06,0.0,0.0,0.0,1
5725127,5725127,1,3580542.06,3580542.06,0.0,0.0,3580542.06,1
5727826,5727826,4,1442075.9,1442075.9,0.0,0.0,0.0,1
5727827,5727827,1,1442075.9,1442075.9,0.0,168728.6,1610804.5,1
5728812,5728812,4,77710.4,77710.4,0.0,0.0,0.0,1
5728813,5728813,1,77710.4,77710.4,0.0,11181435.26,11259145.67,1
5733181,5733181,4,145458.94,145458.94,0.0,0.0,0.0,1
5733182,5733182,1,145458.94,145458.94,0.0,193730.82,339189.76,1
5737449,5737449,4,1082200.06,1082200.06,0.0,0.0,0.0,1
5737450,5737450,1,1082200.06,1082200.06,0.0,0.0,1082200.06,1
5737825,5737825,4,350017.08,350017.08,0.0,0.0,0.0,1
5737826,5737826,1,350017.08,350017.08,0.0,0.0,350017.08,1
5743857,5743857,4,205170.29,205170.29,0.0,0.0,0.0,1
5743858,5743858,1,205170.29,205170.29,0.0,12555586.13,12760756.42,1
5759651,5759651,4,5096946.74,5096946.74,0.0,0.0,0.0,1
5759652,5759652,1,5096946.74,5096946.74,0.0,10804.71,5107751.46,1
5762775,5762775,4,436757.76,436757.76,0.0,0.0,0.0,1
5762776,5762776,1,436757.76,436757.76,0.0,0.0,436757.76,1
5769250,5769250,4,51113.0,51113.0,0.0,0.0,0.0,1
5769251,5769251,1,51113.0,51113.0,0.0,3442151.74,3493264.74,1
5770037,5770037,4,4598089.88,4598089.88,0.0,0.0,0.0,1
5770038,5770038,1,4598089.88,4598089.88,0.0,771511.79,5369601.67,1
5773296,5773296,4,245155.25,245155.25,0.0,0.0,0.0,1
5773297,5773297,1,245155.25,245155.25,0.0,547471.95,792627.19,1
5776528,5776528,4,130278.99,130278.99,0.0,0.0,0.0,1
5776529,5776529,1,130278.99,130278.99,0.0,690756.3,821035.3,1
5782685,5782685,4,460689.45,460689.45,0.0,0.0,0.0,1
5782686,5782686,1,460689.45,460689.45,0.0,0.0,460689.45,1
5786175,5786175,4,1191669.35,1191669.35,0.0,0.0,0.0,1
5786176,5786176,1,1191669.35,1191669.35,0.0,311728.89,1503398.24,1
5791128,5791128,4,125822.44,125822.44,0.0,0.0,0.0,1
5791129,5791129,1,125822.44,125822.44,0.0,0.0,125822.44,1
5791496,5791496,4,1806516.34,1806516.34,0.0,0.0,0.0,1
5791497,5791497,1,1806516.34,1806516.34,0.0,0.0,1806516.34,1
5791801,5791801,4,4481768.26,4481768.26,0.0,0.0,0.0,1
5791802,5791802,1,4481768.26,4481768.26,0.0,345600.94,4827369.2,1
5792469,5792469,4,19511.35,19511.35,0.0,0.0,0.0,1
5792470,5792470,1,19511.35,19511.35,0.0,18785.78,38297.13,1
5799984,5799984,4,65365.11,65365.11,0.0,0.0,0.0,1
5799985,5799985,1,65365.11,65365.11,0.0,490135.89,604680.44,1
5801851,5801851,4,5838803.23,5838803.23,0.0,0.0,0.0,1
5801852,5801852,1,5838803.23,5838803.23,0.0,471758.21,6310561.44,1
5810286,5810286,4,1672570.76,1672570.76,0.0,0.0,0.0,1
5810287,5810287,1,1672570.76,1672570.76,0.0,11445.41,1684016.17,1
5819905,5819905,4,30467.69,30467.69,0.0,0.0,0.0,1
5819906,5819906,1,30467.69,30467.69,0.0,625616.25,656083.94,1
5823885,5823885,4,48266.8,48266.8,0.0,0.0,0.0,1
5823886,5823886,1,48266.8,48266.8,0.0,77475.93,125742.73,1
5834537,5834537,4,143592.89,143592.89,0.0,0.0,0.0,1
5834538,5834538,1,143592.89,143592.89,0.0,0.0,143592.89,1
5840497,5840497,4,1232239.39,1232239.39,0.0,0.0,0.0,1
5840498,5840498,1,1232239.39,1232239.39,0.0,30479.19,1262718.58,1
5841055,5841055,4,4257337.62,4257337.62,0.0,0.0,0.0,1
5841056,5841056,1,4257337.62,4257337.62,0.0,3108.24,4260445.86,1
5844470,5844470,4,127156.49,127156.49,0.0,0.0,0.0,1
